,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
0,500002,ABB LTD.    ,A ,Q,4915.1,4956.25,4875.0,4937.45,4940.1,4919.2,1304,5125,25226559.0,
1,500003,AEGIS LOGIS ,A ,Q,345.65,359.0,345.65,355.15,355.15,349.0,3078,100051,35364149.0,
2,500008,ARE&M       ,A ,Q,819.65,822.35,807.0,812.95,812.95,815.1,3743,51362,41708140.0,
3,500009,A.SARABHAI  ,XT,Q,42.4,42.4,40.01,40.74,41.0,41.89,359,81637,3344379.0,
4,500012,ANDHRA PETRO,X ,Q,103.8,103.8,97.0,98.26,98.26,99.96,2076,379787,38107302.0,
5,500014,UTIQUE      ,X ,Q,8.79,9.45,8.37,8.9,8.9,8.81,507,235000,2099923.0,
6,500016,ARUNAHTEL   ,X ,Q,15.92,18.7,15.92,18.69,18.69,15.59,464,368599,6673630.0,
7,500020,BOM DYEING  ,A ,Q,159.75,162.0,155.1,159.1,159.6,157.15,1935,152398,24157156.0,
8,500023,ASIANHOTNR  ,T ,Q,209.8,209.8,201.0,208.0,208.0,211.35,6,37,7658.0,
9,500027,ATUL LTD.   ,A ,Q,6805.6,6871.85,6780.0,6800.95,6799.0,6794.95,193,451,3071315.0,
10,500028,ATV PROJECTS,XT,Q,16.35,16.99,16.21,16.99,16.99,16.19,210,121822,2063674.0,
11,500031,BAJAJ ELECT.,A ,Q,1042.0,1046.0,1028.05,1042.0,1039.55,1031.65,494,3958,4116825.0,
12,500032,BAJAJHIND   ,A ,Q,28.17,28.35,27.9,28.12,28.12,28.17,4210,1249623,35083589.0,
13,500033,FORCE MOTR  ,A ,Q,3700.0,3739.0,3680.0,3687.7,3687.7,3728.8,1343,11095,41102228.0,
14,500034,BAJFINANCE  ,A ,Q,7719.9,7732.5,7660.0,7678.2,7678.2,7721.25,4122,23975,184396730.0,
15,500038,BALRAM.CHINI,A ,Q,401.85,401.85,388.5,389.75,389.75,397.1,1913,52427,20545092.0,
16,500039,BANCO PROD. ,B ,Q,699.6,707.7,669.9,682.9,682.9,686.3,2506,40305,27717184.0,
17,500040,CENTURY TEXT,A ,Q,1535.6,1598.75,1499.45,1583.7,1583.7,1539.5,4878,42610,66425732.0,
18,500041,BANNARI AMAN,B ,Q,2515.05,2580.0,2500.0,2513.5,2512.4,2517.4,78,346,878227.0,
19,500042,BASF INDIA  ,A ,Q,3030.15,3059.9,3005.0,3052.15,3046.45,3052.0,212,603,1827808.0,
