,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
0,500002,ABB LTD.    ,A ,Q,4830.05,4953.2,4788.95,4887.6,4890.0,4834.65,1561,7727,37806572.0,
1,500003,AEGIS LOGIS ,A ,Q,373.95,376.0,365.6,368.9,367.5,369.7,1028,32446,12021830.0,
2,500008,ARE&M       ,A ,Q,774.95,789.45,757.25,780.85,780.85,764.8,2547,44132,34268645.0,
3,500009,A.SARABHAI  ,XT,Q,38.25,38.5,38.25,38.5,38.5,39.0,149,142520,5470920.0,
4,500012,ANDHRA PETRO,X ,Q,79.05,81.0,78.5,79.52,79.89,78.85,702,116157,9299066.0,
5,500013,ANSAL INFRAS,Z ,Q,12.26,12.26,12.26,12.26,12.26,12.9,49,228334,2799374.0,
6,500014,UTIQUE      ,X ,Q,6.69,6.7,6.56,6.6,6.64,6.6,202,21578,142945.0,
7,500016,ARUNAHTEL   ,X ,Q,14.93,15.96,14.93,15.77,15.8,14.93,89,58138,904976.0,
8,500020,BOM DYEING  ,A ,Q,152.45,154.35,151.3,153.45,153.75,151.45,1152,56771,8697551.0,
9,500023,ASIANHOTNR  ,T ,Q,220.0,220.0,217.35,219.9,219.9,216.5,4,366,80496.0,
10,500027,ATUL LTD.   ,A ,Q,7079.45,7079.85,6925.0,7013.0,6988.95,6984.75,173,557,3911104.0,
11,500028,ATV PROJECTS,XT,Q,15.3,15.3,14.7,14.7,14.7,15.0,82,19782,294346.0,
12,500031,BAJAJ ELECT.,A ,Q,1009.0,1016.7,1003.0,1013.6,1010.0,1009.2,289,1888,1911097.0,
13,500032,BAJAJHIND   ,A ,Q,30.36,30.75,29.4,29.73,29.73,27.97,6540,4443228,133449525.0,
14,500033,FORCE MOTR  ,B ,Q,3579.7,3638.45,3563.05,3571.0,3571.0,3612.65,2536,20662,74166869.0,
15,500034,BAJFINANCE  ,A ,Q,7530.05,7607.0,7522.75,7586.95,7586.95,7517.6,5550,39838,301922821.0,
16,500038,BALRAM.CHINI,A ,Q,410.95,414.0,395.25,401.8,401.8,384.55,9976,866846,351327047.0,
17,500039,BANCO PROD. ,B ,Q,579.85,598.0,572.0,596.2,596.2,573.65,2657,36176,21273419.0,
18,500040,CENTURY TEXT,A ,Q,1225.05,1238.35,1203.3,1206.55,1206.55,1222.1,1050,11275,13738630.0,
19,500041,BANNARI AMAN,B ,Q,2599.0,2704.5,2599.0,2659.5,2654.0,2543.8,179,422,1122617.0,
20,500042,BASF INDIA  ,A ,Q,3112.95,3144.0,3034.2,3051.45,3034.2,3088.6,739,3864,11955878.0,
21,500043,BATA INDIA  ,A ,Q,1650.0,1684.4,1644.2,1671.05,1671.05,1646.3,794,13811,22876348.0,
22,500048,BEML LTD    ,A ,Q,2585.5,2626.0,2542.95,2567.65,2569.9,2583.8,818,7422,19189284.0,
23,500049,BHARAT ELECT,A ,Q,172.25,174.35,169.55,172.6,172.6,169.1,20821,3132722,538842390.0,
24,500052,BHANSALI ENG,B ,Q,108.99,108.99,106.08,107.34,107.21,108.01,1083,100259,10775380.0,
25,500058,BIHAR SPONGE,XT,Q,10.4,10.4,9.91,9.98,10.0,9.99,266,51809,518053.0,
26,500059,BINANI IND. ,T ,Q,15.5,15.5,15.19,15.19,15.19,15.5,20,5236,79642.0,
27,500060,BIRLACABLE  ,B ,Q,282.05,296.15,282.05,296.15,296.15,282.05,2147,56870,16670655.0,
28,500067,BLUE STAR   ,A ,Q,973.05,990.0,960.0,964.45,965.0,969.65,1829,13551,13181854.0,
29,500068,DISA INDIA  ,B ,Q,14502.0,17570.0,14501.0,15078.45,15250.0,14642.0,139,1143,17501892.0,
30,500069,QUESTCAP    ,X ,Q,420.0,438.95,400.0,400.35,403.95,381.0,366,16164,6635096.0,
31,500074,BPL LTD.    ,T ,Q,84.46,85.0,84.46,84.51,84.51,86.18,62,13808,1166704.0,
32,500078,OAL         ,B ,Q,344.05,356.9,344.05,351.85,352.0,350.3,311,2970,1039571.0,
33,500083,CENTURY EXT ,B ,Q,19.49,19.5,19.0,19.17,19.03,18.93,463,68518,1314439.0,
34,500084,CESC LTD.   ,A ,Q,122.01,126.0,120.71,124.6,124.6,122.56,3532,418460,51806913.0,
35,500085,CHAMBAL FERT,A ,Q,349.75,355.75,349.45,353.15,353.15,349.75,2272,85153,30032873.0,
36,500086,EXIDE IND.  ,A ,Q,296.95,306.05,287.0,305.4,305.4,295.45,6244,388418,116376403.0,
37,500087,CIPLA LTD.  ,A ,Q,1206.0,1218.75,1192.85,1216.95,1215.5,1205.7,6593,114910,139625533.0,
38,500089,DIC INDIA   ,B ,Q,509.0,515.35,495.0,497.9,507.0,509.0,106,832,422275.0,
39,500092,CRISIL LTD  ,A ,Q,4270.0,4270.0,4209.0,4245.35,4239.0,4271.9,273,636,2689084.0,
40,500093,CGPOWER     ,A ,Q,462.05,467.0,455.05,456.3,456.3,459.65,2808,124848,57338837.0,
41,500096,DABUR (I)   ,A ,Q,540.05,543.0,537.65,540.15,540.15,539.85,4756,105659,57061655.0,
42,500097,DALMIASUG   ,B ,Q,422.0,430.0,411.1,416.2,414.0,400.1,4755,115692,48966824.0,
43,500101,ARVIND Ltd  ,A ,Q,248.7,254.7,238.9,252.95,254.1,248.35,2802,168294,41465524.0,
44,500103,BHEL        ,A ,Q,181.6,188.2,179.95,187.4,187.4,181.5,11415,2713569,497702754.0,
45,500104,HIND.PETRO  ,A ,Q,384.25,386.7,378.0,379.45,379.45,383.9,3232,161771,61645198.0,
46,500106,IFCI LTD    ,A ,Q,28.98,30.59,28.3,29.98,29.98,28.98,13564,10611057,314033688.0,
47,500108,MAHA.TELE   ,A ,Q,34.64,35.75,33.75,34.53,34.53,33.85,6520,2846075,99443918.0,
48,500109,MRPL        ,A ,Q,130.0,130.0,127.15,127.4,127.35,129.5,1263,100628,12871785.0,
49,500110,CHENNAI PET.,A ,Q,690.05,699.9,685.25,691.95,692.3,692.3,2496,53511,37009278.0,
50,500111,REL.CAP.    ,T ,Q,12.05,12.49,11.93,11.93,11.93,12.55,511,317735,3801043.0,
51,500112,STATE BANK  ,A ,Q,647.4,655.55,642.25,648.85,648.85,648.4,40443,1806923,1173924064.0,
52,500113,STEEL AUTH. ,A ,Q,112.05,117.11,110.76,115.52,115.52,111.34,16759,4198089,483276967.0,
53,500114,TITAN       ,A ,Q,3600.75,3666.0,3593.05,3618.55,3618.55,3600.75,3325,29481,107054887.0,
54,500116,IDBI BANK L ,A ,Q,67.11,71.34,66.7,70.21,70.21,67.05,13619,4395636,307795208.0,
55,500117,DCW LTD.    ,A ,Q,55.16,56.39,54.81,55.85,55.85,55.16,1802,330229,18345203.0,
56,500119,DHAMPUR SUGA,A ,Q,262.0,279.0,259.25,261.4,261.4,248.05,7176,347250,92702129.0,
57,500120,DIAMINES&CHM,B ,Q,481.05,498.15,481.05,489.7,492.0,488.85,267,1871,915957.0,
58,500123,ELANTAS     ,B ,Q,7710.0,7850.0,7710.0,7839.8,7800.0,7775.4,64,388,3026111.0,
59,500124,DR.REDDY'S  ,A ,Q,5595.85,5685.0,5574.35,5593.45,5593.45,5592.25,3501,20942,118035003.0,
60,500125,E.I.D.PAR   ,A ,Q,565.05,585.55,553.1,557.35,557.35,551.4,2460,73624,41791214.0,
61,500126,PGHL        ,A ,Q,5070.6,5128.95,4999.5,5024.75,5019.0,5074.25,339,799,4042337.0,
62,500128,ELEC.CASTING,A ,Q,116.05,118.0,113.3,115.85,115.85,114.85,1126,84302,9734657.0,
63,500133,ESAB INDIA  ,A ,Q,5985.3,5985.3,5740.0,5857.6,5857.85,5867.9,142,1020,5983717.0,
64,500135,EPL         ,A ,Q,205.4,206.5,200.7,203.9,204.0,204.4,532,24856,5074695.0,
65,500136,ESTER INDUS.,B ,Q,88.89,90.35,88.31,88.96,89.0,88.75,343,16680,1483717.0,
66,500142,FGP LTD.    ,X ,Q,6.49,6.49,6.09,6.18,6.29,6.09,19,2827,17347.0,
67,500143,P.H.CAPITAL ,X ,Q,113.8,113.8,105.85,110.0,110.0,109.02,30,1813,197976.0,
68,500144,FINOL. CABLE,A ,Q,1126.6,1157.5,1110.0,1143.9,1144.1,1125.0,1286,22539,25790855.0,
69,500147,COCKERILL   ,B ,Q,2997.95,3175.0,2997.95,3126.95,3160.0,2969.2,611,7833,24204656.0,
70,500148,UFLEX LTD   ,A ,Q,465.05,468.65,457.4,459.95,460.4,467.9,263,5428,2504602.0,
71,500150,FOSECO INDIA,B ,Q,3750.0,3927.1,3735.0,3840.85,3832.95,3639.95,431,1140,4370469.0,
