,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
3948,590031,DE NORA     ,B ,Q,1492.0,1537.0,1492.0,1501.05,1502.25,1506.7,518,3871,5837238.0,
3949,590041,KAVERI TELE ,T ,Q,14.82,14.82,13.81,14.47,14.47,14.53,105,86901,1212048.0,
3950,590051,SAKSOFT LTD ,T ,Q,327.25,327.25,317.0,320.45,320.45,322.8,981,31681,10106339.0,
3951,590056,SALONA COTSP,B ,Q,295.85,296.5,285.65,288.65,288.65,295.8,52,461,134068.0,
3952,590057,EQUIPPP     ,T ,Q,26.8,26.99,26.4,26.46,26.45,26.6,42,5874,156230.0,
3953,590062,ANDHRA SUGAR,B ,Q,110.35,113.25,110.35,111.8,112.05,112.0,641,28509,3197403.0,
3954,590065,INDIA MOTOR ,B ,Q,1028.9,1031.25,1006.3,1024.25,1024.25,1017.7,78,560,570773.0,
3955,590066,KCP LTD     ,B ,Q,151.05,157.7,149.9,155.15,156.0,150.95,1354,69412,10718008.0,
3956,590068,KHAITAN INDI,B ,Q,58.85,62.1,57.7,59.1,57.7,59.11,125,6709,400273.0,
3957,590070,RADAAN MEDIA,B ,Q,2.01,2.06,1.95,2.03,2.01,1.97,155,177142,358976.0,
3958,590071,SUNDARAM FIN,B ,Q,3530.15,3645.8,3530.1,3605.2,3604.35,3531.6,805,3060,11018750.0,
3959,590072,SUNDARAM BRK,B ,Q,665.35,674.55,664.6,667.05,665.0,666.0,50,1017,680591.0,
3960,590073,WHEELS INDIA,B ,Q,684.3,691.25,681.4,684.4,683.05,682.15,142,1648,1130006.0,
3961,590075,LAMBODHARA T,B ,Q,159.65,159.7,158.0,158.5,158.45,158.55,74,963,153002.0,
3962,590078,MAITHAN ALL ,B ,Q,1192.8,1197.8,1162.0,1173.65,1170.8,1189.8,478,3933,4624144.0,
3963,590086,ORISSA MINE ,B ,Q,7306.35,7428.35,7209.05,7300.9,7346.3,7315.6,748,2416,17696485.0,
3964,590095,GOLDBEES    ,E ,Q,54.0,54.0,53.45,53.53,53.53,54.02,9914,1191474,63943732.0,
3965,590096,LIQUIDBEES  ,F ,Q,1000.0,1000.01,999.99,1000.01,1000.01,1000.0,2020,333091,333091630.0,
3966,590097,KOTAKGOLDETF,E ,Q,54.16,54.39,53.71,53.79,53.71,54.26,336,34739,1874807.0,
