,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
0,500002,ABB LTD.    ,A ,Q,4799.95,4817.65,4689.05,4720.65,4704.35,4789.8,1452,5359,25333836.0,
1,500003,AEGIS LOGIS ,A ,Q,389.8,397.0,383.4,386.9,386.9,389.85,1502,42543,16649167.0,
2,500008,ARE&M       ,A ,Q,760.05,767.25,752.4,755.2,755.2,759.4,4006,67028,50929070.0,
3,500009,A.SARABHAI  ,XT,Q,40.7,40.7,39.95,39.95,39.95,40.76,95,35284,1413960.0,
4,500012,ANDHRA PETRO,X ,Q,82.6,82.6,80.2,81.07,81.07,81.76,516,71848,5850789.0,
5,500014,UTIQUE      ,X ,Q,6.74,6.81,6.51,6.56,6.55,6.65,244,38303,257201.0,
6,500016,ARUNAHTEL   ,X ,Q,15.81,16.59,15.77,16.24,16.25,15.85,68,13328,215773.0,
7,500020,BOM DYEING  ,A ,Q,157.05,159.0,151.65,152.7,153.2,156.6,2773,175112,27060848.0,
8,500023,ASIANHOTNR  ,T ,Q,233.0,233.15,230.0,230.0,230.0,222.05,8,169,39219.0,
9,500027,ATUL LTD.   ,A ,Q,6805.0,6900.0,6770.0,6802.4,6785.0,6793.2,474,1472,10076217.0,
10,500028,ATV PROJECTS,XT,Q,15.09,15.09,14.85,14.85,14.85,15.09,37,11861,177750.0,
11,500031,BAJAJ ELECT.,A ,Q,1014.0,1014.0,999.2,1000.65,1000.6,1006.7,497,2369,2382381.0,
12,500032,BAJAJHIND   ,A ,Q,29.19,29.3,28.0,28.17,28.17,28.39,6624,3223256,91774709.0,
13,500033,FORCE MOTR  ,B ,Q,3800.0,3839.9,3671.05,3683.8,3683.8,3791.55,2560,21934,82354643.0,
14,500034,BAJFINANCE  ,A ,Q,7267.65,7353.0,7267.65,7312.15,7312.15,7292.95,4108,21554,157782868.0,
15,500038,BALRAM.CHINI,A ,Q,400.85,401.0,388.0,389.8,389.8,396.8,2987,102118,40284512.0,
16,500039,BANCO PROD. ,B ,Q,561.7,581.95,561.7,576.85,576.85,564.2,2484,32294,18594072.0,
17,500040,CENTURY TEXT,A ,Q,1296.35,1308.0,1281.0,1288.0,1287.1,1290.65,489,3792,4896773.0,
18,500041,BANNARI AMAN,B ,Q,2500.05,2500.05,2477.0,2481.1,2477.0,2499.45,55,148,368230.0,
19,500042,BASF INDIA  ,A ,Q,3009.95,3033.0,2925.85,2938.8,2944.0,2999.75,546,2432,7238610.0,
20,500043,BATA INDIA  ,A ,Q,1675.2,1686.4,1647.15,1654.85,1657.8,1668.2,774,4724,7877691.0,
21,500048,BEML LTD    ,A ,Q,2472.7,2543.2,2470.0,2500.75,2500.75,2449.6,1189,9621,24195852.0,
22,500049,BHARAT ELECT,A ,Q,162.95,163.0,159.95,160.6,160.6,161.2,8096,716211,115455326.0,
23,500052,BHANSALI ENG,B ,Q,94.65,96.4,93.93,94.28,94.5,94.41,2427,97312,9242013.0,
24,500058,BIHAR SPONGE,XT,Q,9.9,10.48,9.9,10.02,9.92,10.0,172,82311,831864.0,
25,500059,BINANI IND. ,T ,Q,15.7,15.75,15.7,15.7,15.7,15.7,12,5702,89609.0,
26,500060,BIRLACABLE  ,B ,Q,273.25,276.9,264.5,271.05,271.05,264.55,1018,21305,5810278.0,
27,500067,BLUE STAR   ,A ,Q,995.95,1013.65,989.7,994.05,990.85,997.35,292,2538,2544101.0,
28,500068,DISA INDIA  ,B ,Q,14450.0,14550.0,14450.0,14501.0,14500.0,14452.85,18,39,565799.0,
29,500069,QUESTCAP    ,X ,Q,309.95,314.95,300.25,305.0,305.0,308.1,29,1736,531869.0,
30,500074,BPL LTD.    ,T ,Q,83.9,84.52,83.9,84.52,84.52,82.87,30,9236,778417.0,
31,500078,OAL         ,B ,Q,354.25,354.95,348.0,349.25,348.9,353.7,453,2924,1026690.0,
32,500083,CENTURY EXT ,B ,Q,18.99,19.0,17.95,18.32,18.32,18.72,1018,173584,3230938.0,
33,500084,CESC LTD.   ,A ,Q,118.77,122.85,117.57,118.72,118.72,118.11,8871,1231626,148333568.0,
34,500085,CHAMBAL FERT,A ,Q,350.05,359.05,348.3,353.05,353.05,348.2,6842,325826,115214264.0,
35,500086,EXIDE IND.  ,A ,Q,295.25,295.6,288.0,288.6,288.6,293.35,4607,131297,38270113.0,
36,500087,CIPLA LTD.  ,A ,Q,1209.5,1214.3,1195.0,1198.6,1198.6,1202.6,2722,34647,41740335.0,
37,500089,DIC INDIA   ,B ,Q,520.0,520.55,505.0,515.8,518.5,520.0,178,607,311327.0,
38,500092,CRISIL LTD  ,A ,Q,4236.0,4238.0,4180.0,4220.8,4214.5,4234.95,275,565,2377485.0,
39,500093,CGPOWER     ,A ,Q,451.5,452.05,444.8,448.45,448.45,451.55,3075,88310,39550738.0,
40,500096,DABUR (I)   ,A ,Q,551.0,553.75,546.65,549.2,549.2,550.5,3456,44677,24564081.0,
41,500097,DALMIASUG   ,B ,Q,409.95,409.95,395.35,399.15,399.15,403.4,728,11149,4470786.0,
42,500101,ARVIND Ltd  ,A ,Q,225.0,229.5,223.9,225.45,225.45,222.8,1394,84385,19082254.0,
43,500103,BHEL        ,A ,Q,180.3,180.75,176.25,177.9,177.9,179.75,13512,1362540,242985552.0,
44,500104,HIND.PETRO  ,A ,Q,361.95,369.8,355.8,356.95,356.95,361.0,6260,418749,151395576.0,
45,500106,IFCI LTD    ,A ,Q,28.48,28.61,27.75,27.95,27.95,28.29,4064,2610065,73283207.0,
46,500108,MAHA.TELE   ,A ,Q,30.96,32.72,30.25,32.08,32.08,30.91,3251,1254348,39690329.0,
47,500109,MRPL        ,A ,Q,127.0,128.25,125.65,126.7,126.7,126.6,2118,150147,19069817.0,
48,500110,CHENNAI PET.,A ,Q,672.7,684.0,670.3,681.65,682.25,670.55,1671,23137,15687887.0,
49,500112,STATE BANK  ,A ,Q,617.85,617.85,610.85,612.35,612.35,614.35,14199,597252,366683895.0,
50,500113,STEEL AUTH. ,A ,Q,101.29,102.46,99.61,100.08,100.08,100.78,6940,1913300,194197854.0,
51,500114,TITAN       ,A ,Q,3639.95,3643.2,3561.55,3568.75,3568.75,3630.9,5599,35035,125716462.0,
52,500116,IDBI BANK L ,A ,Q,67.54,67.84,66.2,66.44,66.44,66.79,2628,780507,52465950.0,
53,500117,DCW LTD.    ,A ,Q,55.34,55.42,54.0,54.26,54.0,55.14,859,98911,5415311.0,
54,500119,DHAMPUR SUGA,A ,Q,248.0,249.5,244.35,245.3,245.6,246.7,1973,68384,16836142.0,
55,500120,DIAMINES&CHM,B ,Q,497.0,509.8,491.55,495.6,495.25,496.75,575,3101,1559005.0,
56,500123,ELANTAS     ,B ,Q,7874.15,7874.15,7702.65,7745.2,7710.1,7874.15,117,398,3091885.0,
57,500124,DR.REDDY'S  ,A ,Q,5506.5,5634.9,5479.4,5540.35,5540.35,5472.9,3733,30914,171825850.0,
