,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
0,500002,ABB LTD.    ,A ,Q,4940.1,4984.3,4859.85,4869.65,4869.65,4937.45,1218,5429,26678707.0,
1,500003,AEGIS LOGIS ,A ,Q,357.85,367.0,354.15,365.65,365.65,355.15,3774,127416,46195608.0,
2,500008,ARE&M       ,A ,Q,815.0,821.45,790.65,795.8,797.15,812.95,1969,35769,28823200.0,
3,500009,A.SARABHAI  ,XT,Q,40.94,41.8,40.11,41.26,41.8,40.74,412,92466,3786365.0,
4,500012,ANDHRA PETRO,X ,Q,99.35,105.0,98.5,101.68,101.68,98.26,2572,508772,52244169.0,
5,500014,UTIQUE      ,X ,Q,9.08,9.25,8.76,8.95,8.95,8.9,416,94520,852399.0,
6,500016,ARUNAHTEL   ,X ,Q,18.65,22.42,17.6,22.3,22.3,18.69,1106,726924,15234149.0,
7,500020,BOM DYEING  ,A ,Q,160.8,162.1,156.7,157.6,157.6,159.1,1952,155260,24769365.0,
8,500023,ASIANHOTNR  ,T ,Q,208.0,208.0,198.05,198.15,198.15,208.0,24,292,59045.0,
9,500027,ATUL LTD.   ,A ,Q,6844.0,6900.0,6843.6,6860.95,6864.95,6800.95,505,1497,10287818.0,
10,500028,ATV PROJECTS,XT,Q,17.83,17.83,17.83,17.83,17.83,16.99,166,161735,2883735.0,
11,500031,BAJAJ ELECT.,A ,Q,1044.2,1063.75,1035.95,1057.2,1053.7,1042.0,316,2625,2759310.0,
12,500032,BAJAJHIND   ,A ,Q,28.13,28.29,27.9,28.02,28.02,28.12,4437,1763727,49482469.0,
13,500033,FORCE MOTR  ,A ,Q,3699.0,3734.95,3680.0,3693.85,3693.85,3687.7,1400,9462,35028135.0,
14,500034,BAJFINANCE  ,A ,Q,7684.65,7792.45,7651.6,7670.7,7686.3,7678.2,2688,16883,130287341.0,
